TransactionID,TransactionType,Amount,TransactionDate,CustomerID,FullName,Email,Phone,AccountID,AccountType,Balance,OpeningDate,LoanID,LoanAmount,LoanType,StartDate,EndDate,InterestRate
444,deposit,49.79,2022-11-19,60,Richard Pearson,anthonyholloway@example.net,458.559.1555x601,108,Credit,2920.52,2023-12-09,,,,,,
445,withdrawal,305.06,2023-11-17,75,Daniel Newman,potterrichard@example.com,001-541-774-7582x00497,72,Savings,2813.49,2023-10-01,,,,,,
446,deposit,82.96,2022-03-03,51,Christopher Harvey,bryantsean@example.com,430-515-7566,150,Savings,4650.84,2022-01-12,64.0,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
446,deposit,82.96,2022-03-03,51,Christopher Harvey,bryantsean@example.com,430-515-7566,150,Savings,4650.84,2022-01-12,114.0,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
447,deposit,268.32,2024-01-09,92,Christopher Anderson,gwarner@example.com,2545902373,193,Credit,7306.58,2021-08-01,9.0,36110.97,Mortgage,2022-05-30,2031-04-08 04:59:17.905508,6.9
447,deposit,268.32,2024-01-09,92,Christopher Anderson,gwarner@example.com,2545902373,193,Credit,7306.58,2021-08-01,110.0,25453.13,Mortgage,2022-07-25,2026-07-02 04:59:17.911685,5.76
448,deposit,256.19,2023-12-28,97,Brian Scott,marquezgeorge@example.org,001-925-602-1058x78333,159,Savings,3935.69,2023-04-29,,,,,,
449,withdrawal,94.04,2021-06-04,36,Crystal Burns,jbarry@example.net,001-295-729-2302,45,Checking,4723.64,2023-09-20,,,,,,
450,withdrawal,50.65,2019-07-24,34,Shelby Smith,carolyn11@example.com,580.272.0301x65432,157,Savings,9711.25,2019-03-01,,,,,,
451,withdrawal,206.23,2020-02-10,30,Kevin Myers,millerjoan@example.net,(903)846-6313x6530,27,Credit,8536.16,2021-11-21,90.0,13273.81,Auto,2019-10-21,2041-11-24 04:59:17.910387,4.37
451,withdrawal,206.23,2020-02-10,30,Kevin Myers,millerjoan@example.net,(903)846-6313x6530,27,Credit,8536.16,2021-11-21,118.0,41527.61,Personal,2020-09-04,2031-12-30 04:59:17.912353,5.85
451,withdrawal,206.23,2020-02-10,30,Kevin Myers,millerjoan@example.net,(903)846-6313x6530,27,Credit,8536.16,2021-11-21,132.0,15916.26,Mortgage,2021-02-11,2041-08-14 04:59:17.913538,6.87
451,withdrawal,206.23,2020-02-10,30,Kevin Myers,millerjoan@example.net,(903)846-6313x6530,27,Credit,8536.16,2021-11-21,139.0,46270.1,Personal,2023-02-12,2030-11-25 04:59:17.914048,6.0
452,deposit,365.32,2021-06-18,15,Cody Jenkins,christinafrost@example.org,600-670-5758x719,54,Checking,3929.98,2019-05-20,7.0,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84
452,deposit,365.32,2021-06-18,15,Cody Jenkins,christinafrost@example.org,600-670-5758x719,54,Checking,3929.98,2019-05-20,113.0,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64
453,withdrawal,402.94,2022-05-03,70,Steven Miller,johnwright@example.org,+1-230-989-3125x913,161,Savings,7236.39,2019-08-08,41.0,46119.69,Personal,2019-05-12,2026-04-20 04:59:17.907406,4.84
453,withdrawal,402.94,2022-05-03,70,Steven Miller,johnwright@example.org,+1-230-989-3125x913,161,Savings,7236.39,2019-08-08,101.0,20834.23,Personal,2020-09-21,2044-10-18 04:59:17.911066,7.49
454,deposit,272.3,2023-08-07,64,Jose Davis,adam18@example.com,001-372-794-0132x70818,60,Checking,9908.2,2022-07-19,,,,,,
455,deposit,22.75,2019-06-12,64,Jose Davis,adam18@example.com,001-372-794-0132x70818,60,Checking,9908.2,2022-07-19,,,,,,
456,withdrawal,53.41,2024-01-05,71,Eric Anderson,spencer16@example.com,851-945-5888,147,Savings,1308.27,2022-08-15,,,,,,
457,withdrawal,268.05,2020-04-12,93,Peter Callahan,miranda13@example.org,+1-790-969-3518,138,Checking,6400.46,2021-03-22,46.0,32850.56,Personal,2021-11-24,2030-09-22 04:59:17.907706,2.81
458,withdrawal,56.55,2023-06-18,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,160,Savings,1443.64,2020-05-30,69.0,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89
458,withdrawal,56.55,2023-06-18,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,160,Savings,1443.64,2020-05-30,112.0,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66
458,withdrawal,56.55,2023-06-18,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,160,Savings,1443.64,2020-05-30,141.0,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83
459,withdrawal,367.64,2019-09-20,74,Jason Bennett,joseph97@example.net,(632)674-7662x30858,10,Credit,8482.27,2022-05-07,109.0,42355.47,Mortgage,2019-02-23,2036-08-20 04:59:17.911618,7.05
459,withdrawal,367.64,2019-09-20,74,Jason Bennett,joseph97@example.net,(632)674-7662x30858,10,Credit,8482.27,2022-05-07,123.0,35193.83,Mortgage,2021-01-17,2029-09-08 04:59:17.912750,1.85
460,withdrawal,155.36,2019-05-11,1,Chad Jensen,ambertaylor@example.org,6576129629,178,Credit,6177.48,2023-12-16,,,,,,
461,deposit,39.96,2022-12-31,78,Robert Mendez,evelynpatterson@example.org,759.294.8819,100,Credit,1591.26,2019-08-22,,,,,,
462,deposit,134.8,2021-03-21,11,Jason Martin,isabella87@example.com,+1-990-327-2307x7625,109,Checking,4797.54,2022-03-28,58.0,8419.93,Personal,2021-10-29,2038-03-25 04:59:17.908413,4.1
463,deposit,271.95,2020-10-19,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,160,Savings,1443.64,2020-05-30,69.0,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89
463,deposit,271.95,2020-10-19,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,160,Savings,1443.64,2020-05-30,112.0,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66
463,deposit,271.95,2020-10-19,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,160,Savings,1443.64,2020-05-30,141.0,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83
464,deposit,166.03,2022-04-02,47,Joseph Jacobs,uarmstrong@example.com,467-205-7041,52,Credit,4772.63,2022-05-25,,,,,,
465,withdrawal,461.82,2022-11-28,91,Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,26,Credit,2881.24,2019-05-06,44.0,32428.9,Mortgage,2021-06-24,2050-01-08 04:59:17.907588,2.12
465,withdrawal,461.82,2022-11-28,91,Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,26,Credit,2881.24,2019-05-06,48.0,31406.77,Personal,2021-02-27,2038-10-12 04:59:17.907821,4.63
465,withdrawal,461.82,2022-11-28,91,Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,26,Credit,2881.24,2019-05-06,76.0,27834.0,Personal,2019-12-05,2037-08-15 04:59:17.909497,2.15
465,withdrawal,461.82,2022-11-28,91,Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,26,Credit,2881.24,2019-05-06,138.0,27873.08,Auto,2022-01-19,2037-06-03 04:59:17.913974,7.03
466,withdrawal,409.38,2023-01-10,5,Danny Brown,michellearnold@example.org,824-606-7014x9045,84,Savings,9418.14,2021-01-26,60.0,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43
467,withdrawal,477.67,2019-09-08,55,Christopher Henson,walkerjohn@example.net,435.452.9057,166,Checking,9224.91,2021-03-03,25.0,38654.49,Auto,2023-07-26,2026-04-06 04:59:17.906452,7.2
468,withdrawal,447.32,2020-12-07,98,Lauren Gray,kenneth99@example.net,218.715.2894x614,105,Checking,4765.84,2022-02-19,2.0,48933.91,Auto,2020-08-06,2036-11-01 04:59:17.905052,4.43
468,withdrawal,447.32,2020-12-07,98,Lauren Gray,kenneth99@example.net,218.715.2894x614,105,Checking,4765.84,2022-02-19,80.0,47062.38,Mortgage,2019-10-22,2047-01-26 04:59:17.909784,6.27
469,deposit,29.91,2020-04-15,33,Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,190,Checking,3099.96,2023-05-05,,,,,,
470,withdrawal,280.67,2020-02-20,26,Francisco Potter,joneschristine@example.org,(564)921-3755x708,59,Savings,3346.13,2023-01-20,81.0,35115.06,Auto,2023-09-01,2027-05-28 04:59:17.909841,5.87
471,withdrawal,60.95,2020-01-05,50,Kayla Blair,hmcmillan@example.com,(500)245-2355,3,Checking,9925.68,2020-05-04,,,,,,
472,deposit,330.14,2021-11-30,76,Brian Dillon,swilson@example.net,001-699-957-2129x33878,90,Checking,6267.88,2020-01-01,91.0,38994.49,Auto,2020-12-24,2026-08-31 04:59:17.910448,5.55
473,withdrawal,338.91,2020-05-16,82,Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,75,Checking,4000.76,2023-09-17,33.0,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8
473,withdrawal,338.91,2020-05-16,82,Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,75,Checking,4000.76,2023-09-17,35.0,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42
473,withdrawal,338.91,2020-05-16,82,Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,75,Checking,4000.76,2023-09-17,124.0,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4
474,withdrawal,29.32,2019-06-14,15,Cody Jenkins,christinafrost@example.org,600-670-5758x719,54,Checking,3929.98,2019-05-20,7.0,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84
474,withdrawal,29.32,2019-06-14,15,Cody Jenkins,christinafrost@example.org,600-670-5758x719,54,Checking,3929.98,2019-05-20,113.0,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64
475,deposit,221.71,2023-09-20,23,Sarah Green,lnelson@example.net,(390)584-3409x128,142,Checking,8915.18,2022-06-17,28.0,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
476,deposit,227.09,2022-07-01,22,Jennifer Powell,steven73@example.com,236-757-3372x60869,6,Savings,4556.78,2021-05-23,115.0,42415.32,Mortgage,2020-10-03,2039-07-31 04:59:17.912086,1.81
477,withdrawal,98.26,2023-04-28,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,104,Checking,7800.33,2023-09-17,69.0,49675.33,Auto,2021-12-13,2036-08-10 04:59:17.909048,3.89
477,withdrawal,98.26,2023-04-28,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,104,Checking,7800.33,2023-09-17,112.0,31033.48,Personal,2023-11-11,2051-04-06 04:59:17.911837,5.66
477,withdrawal,98.26,2023-04-28,32,Deborah Jenkins,garciakerri@example.net,776-598-8125x88442,104,Checking,7800.33,2023-09-17,141.0,49754.29,Mortgage,2019-11-14,2037-12-30 04:59:17.914202,4.83
478,deposit,69.6,2022-03-20,80,Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,11,Checking,4690.68,2023-10-15,,,,,,
479,deposit,116.7,2021-07-29,37,Laura Martinez,billy68@example.com,478.350.1644,111,Savings,2344.76,2021-01-17,98.0,14765.02,Personal,2022-05-22,2032-08-04 04:59:17.910888,4.49
479,deposit,116.7,2021-07-29,37,Laura Martinez,billy68@example.com,478.350.1644,111,Savings,2344.76,2021-01-17,102.0,14372.77,Auto,2021-10-18,2028-12-22 04:59:17.911129,3.14
479,deposit,116.7,2021-07-29,37,Laura Martinez,billy68@example.com,478.350.1644,111,Savings,2344.76,2021-01-17,107.0,33774.39,Auto,2020-03-28,2036-08-07 04:59:17.911474,3.97
480,withdrawal,131.83,2019-07-08,49,Norman Lee,keithgarcia@example.org,+1-225-907-5033,177,Checking,6463.29,2023-10-07,4.0,35911.84,Mortgage,2023-02-15,2045-02-21 04:59:17.905175,4.0
480,withdrawal,131.83,2019-07-08,49,Norman Lee,keithgarcia@example.org,+1-225-907-5033,177,Checking,6463.29,2023-10-07,5.0,14085.72,Personal,2019-04-24,2038-11-17 04:59:17.905253,2.96
480,withdrawal,131.83,2019-07-08,49,Norman Lee,keithgarcia@example.org,+1-225-907-5033,177,Checking,6463.29,2023-10-07,145.0,26011.89,Personal,2020-01-11,2049-05-18 04:59:17.914544,6.82
481,deposit,439.21,2019-03-19,20,Christopher Hale,watsondarren@example.org,+1-917-489-0869x753,63,Checking,5108.1,2023-06-15,144.0,28988.77,Personal,2020-03-23,2028-05-28 04:59:17.914468,3.06
482,withdrawal,394.32,2020-06-14,68,Jamie Stone,derekhart@example.org,473.393.2625x19595,9,Savings,618.8,2022-06-07,94.0,27719.17,Mortgage,2022-02-12,2053-07-27 04:59:17.910650,1.54
483,withdrawal,337.16,2022-04-11,77,Tommy Brooks,burtonjames@example.com,(534)691-4906,172,Savings,8268.0,2021-01-09,146.0,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52
484,withdrawal,482.81,2023-10-09,60,Richard Pearson,anthonyholloway@example.net,458.559.1555x601,108,Credit,2920.52,2023-12-09,,,,,,
485,deposit,186.9,2021-06-07,80,Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,101,Credit,8439.15,2020-11-05,,,,,,
486,withdrawal,289.72,2020-10-11,70,Steven Miller,johnwright@example.org,+1-230-989-3125x913,139,Checking,9847.69,2022-10-31,41.0,46119.69,Personal,2019-05-12,2026-04-20 04:59:17.907406,4.84
486,withdrawal,289.72,2020-10-11,70,Steven Miller,johnwright@example.org,+1-230-989-3125x913,139,Checking,9847.69,2022-10-31,101.0,20834.23,Personal,2020-09-21,2044-10-18 04:59:17.911066,7.49
487,withdrawal,352.65,2023-03-12,40,Evelyn Ward,paul13@example.org,(347)767-4187,24,Checking,5674.38,2020-08-13,14.0,33958.37,Auto,2022-12-19,2036-09-06 04:59:17.905797,5.2
487,withdrawal,352.65,2023-03-12,40,Evelyn Ward,paul13@example.org,(347)767-4187,24,Checking,5674.38,2020-08-13,67.0,12021.11,Personal,2019-03-22,2032-07-01 04:59:17.908931,1.62
487,withdrawal,352.65,2023-03-12,40,Evelyn Ward,paul13@example.org,(347)767-4187,24,Checking,5674.38,2020-08-13,150.0,24333.16,Mortgage,2023-10-17,2025-11-18 04:59:17.915026,1.79
488,deposit,221.66,2022-05-27,55,Christopher Henson,walkerjohn@example.net,435.452.9057,53,Checking,7423.6,2020-11-04,25.0,38654.49,Auto,2023-07-26,2026-04-06 04:59:17.906452,7.2
489,deposit,224.21,2020-10-02,50,Kayla Blair,hmcmillan@example.com,(500)245-2355,38,Credit,9710.61,2019-08-12,,,,,,
490,deposit,359.29,2021-07-06,36,Crystal Burns,jbarry@example.net,001-295-729-2302,19,Savings,6933.89,2019-06-15,,,,,,
491,deposit,100.25,2022-07-16,5,Danny Brown,michellearnold@example.org,824-606-7014x9045,84,Savings,9418.14,2021-01-26,60.0,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43
492,deposit,451.04,2022-06-15,96,Sabrina Juarez,patrick92@example.com,715-732-5572x27771,187,Checking,5688.51,2020-08-31,75.0,26360.24,Auto,2020-08-26,2026-05-20 04:59:17.909429,2.89
493,withdrawal,330.1,2021-09-04,23,Sarah Green,lnelson@example.net,(390)584-3409x128,142,Checking,8915.18,2022-06-17,28.0,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
494,deposit,382.19,2022-07-30,63,Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,18,Savings,2901.49,2023-01-07,,,,,,
495,deposit,157.69,2021-11-01,14,Ethan Walker,jessicashah@example.net,001-586-722-3937x922,122,Credit,2299.16,2023-11-29,79.0,39189.96,Auto,2023-07-30,2027-03-06 04:59:17.909710,6.36
496,withdrawal,499.74,2020-02-21,4,Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,145,Credit,5566.77,2022-02-27,49.0,7941.64,Mortgage,2023-12-12,2032-05-21 04:59:17.907878,2.2
496,withdrawal,499.74,2020-02-21,4,Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,145,Credit,5566.77,2022-02-27,96.0,47272.64,Personal,2021-04-06,2028-09-24 04:59:17.910773,5.35
497,deposit,147.12,2021-12-19,77,Tommy Brooks,burtonjames@example.com,(534)691-4906,169,Savings,5901.01,2021-11-01,146.0,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52
498,withdrawal,29.67,2021-02-13,71,Eric Anderson,spencer16@example.com,851-945-5888,182,Savings,3308.76,2019-09-02,,,,,,
499,deposit,421.41,2023-01-19,17,Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,116,Checking,485.78,2020-12-04,,,,,,
500,deposit,224.63,2019-12-28,48,Desiree Nelson,johnsonhaley@example.com,231.515.3313,175,Credit,4170.83,2020-11-25,34.0,37664.6,Mortgage,2022-12-21,2033-01-26 04:59:17.906957,4.45
501,deposit,318.2,2020-07-24,68,Jamie Stone,derekhart@example.org,473.393.2625x19595,173,Savings,8252.72,2019-11-16,94.0,27719.17,Mortgage,2022-02-12,2053-07-27 04:59:17.910650,1.54
502,deposit,180.25,2020-06-23,51,Christopher Harvey,bryantsean@example.com,430-515-7566,44,Checking,2442.05,2021-03-14,64.0,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
502,deposit,180.25,2020-06-23,51,Christopher Harvey,bryantsean@example.com,430-515-7566,44,Checking,2442.05,2021-03-14,114.0,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
503,withdrawal,200.51,2022-05-06,22,Jennifer Powell,steven73@example.com,236-757-3372x60869,6,Savings,4556.78,2021-05-23,115.0,42415.32,Mortgage,2020-10-03,2039-07-31 04:59:17.912086,1.81
504,deposit,103.39,2019-06-19,79,Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,76,Checking,5910.76,2019-04-02,29.0,35885.02,Auto,2023-10-06,2037-08-19 04:59:17.906679,5.32
504,deposit,103.39,2019-06-19,79,Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,76,Checking,5910.76,2019-04-02,63.0,39301.99,Mortgage,2019-05-19,2039-11-28 04:59:17.908705,7.19
504,deposit,103.39,2019-06-19,79,Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,76,Checking,5910.76,2019-04-02,93.0,10490.65,Auto,2023-06-01,2032-09-14 04:59:17.910580,2.46
505,deposit,462.94,2019-08-12,68,Jamie Stone,derekhart@example.org,473.393.2625x19595,69,Savings,7533.24,2019-04-16,94.0,27719.17,Mortgage,2022-02-12,2053-07-27 04:59:17.910650,1.54
506,withdrawal,207.57,2022-04-11,67,Carly Mitchell,zachary24@example.org,(728)923-5061,4,Checking,4092.25,2019-09-26,15.0,8056.59,Mortgage,2019-11-16,2032-12-12 04:59:17.905853,7.33
507,withdrawal,447.55,2022-04-07,77,Tommy Brooks,burtonjames@example.com,(534)691-4906,169,Savings,5901.01,2021-11-01,146.0,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52
508,withdrawal,286.73,2020-04-24,78,Robert Mendez,evelynpatterson@example.org,759.294.8819,100,Credit,1591.26,2019-08-22,,,,,,
509,deposit,365.94,2021-06-08,51,Christopher Harvey,bryantsean@example.com,430-515-7566,5,Credit,4250.13,2020-09-19,64.0,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
509,deposit,365.94,2021-06-08,51,Christopher Harvey,bryantsean@example.com,430-515-7566,5,Credit,4250.13,2020-09-19,114.0,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
510,withdrawal,111.06,2022-08-02,33,Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,93,Credit,5981.73,2020-06-08,,,,,,
511,deposit,129.75,2019-07-28,11,Jason Martin,isabella87@example.com,+1-990-327-2307x7625,109,Checking,4797.54,2022-03-28,58.0,8419.93,Personal,2021-10-29,2038-03-25 04:59:17.908413,4.1
512,withdrawal,108.9,2021-01-04,69,Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,95,Checking,5272.84,2022-03-23,16.0,42684.76,Personal,2024-01-15,2048-02-15 04:59:17.905910,1.96
513,withdrawal,256.33,2022-06-05,88,Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,186,Credit,1432.24,2023-02-20,37.0,36095.18,Personal,2020-01-18,2037-07-08 04:59:17.907126,4.43
513,withdrawal,256.33,2022-06-05,88,Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,186,Credit,1432.24,2023-02-20,42.0,13231.5,Auto,2021-02-11,2029-08-28 04:59:17.907471,5.89
513,withdrawal,256.33,2022-06-05,88,Vincent Patel,delacruzrobert@example.com,+1-958-663-1438,186,Credit,1432.24,2023-02-20,134.0,34771.89,Mortgage,2020-09-07,2031-08-16 04:59:17.913676,6.08
514,withdrawal,284.27,2019-03-21,39,Anita Park,xpayne@example.net,806-211-4478x986,30,Savings,4678.03,2020-08-06,,,,,,
515,deposit,447.2,2022-02-18,39,Anita Park,xpayne@example.net,806-211-4478x986,77,Checking,7676.38,2021-05-26,,,,,,
516,deposit,214.35,2019-03-26,36,Crystal Burns,jbarry@example.net,001-295-729-2302,45,Checking,4723.64,2023-09-20,,,,,,
517,deposit,447.89,2023-01-25,64,Jose Davis,adam18@example.com,001-372-794-0132x70818,60,Checking,9908.2,2022-07-19,,,,,,
518,deposit,110.55,2024-02-05,89,Eric Phillips,mark13@example.com,(699)516-7638x82918,152,Savings,2391.9,2020-09-17,13.0,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84
518,deposit,110.55,2024-02-05,89,Eric Phillips,mark13@example.com,(699)516-7638x82918,152,Savings,2391.9,2020-09-17,95.0,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41
518,deposit,110.55,2024-02-05,89,Eric Phillips,mark13@example.com,(699)516-7638x82918,152,Savings,2391.9,2020-09-17,104.0,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85
519,withdrawal,386.76,2022-09-01,73,Crystal George,james32@example.com,(934)652-9829,198,Savings,8865.78,2019-03-08,26.0,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29
519,withdrawal,386.76,2022-09-01,73,Crystal George,james32@example.com,(934)652-9829,198,Savings,8865.78,2019-03-08,127.0,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27
520,withdrawal,467.1,2019-10-04,6,Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,70,Credit,7585.37,2019-08-11,88.0,48863.64,Mortgage,2021-11-26,2034-05-16 04:59:17.910271,2.42
520,withdrawal,467.1,2019-10-04,6,Jason Carroll,katherinewebb@example.org,001-314-231-6194x278,70,Credit,7585.37,2019-08-11,116.0,48494.41,Auto,2019-02-16,2028-09-19 04:59:17.912166,3.62
521,withdrawal,84.98,2020-03-24,63,Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,146,Credit,5388.75,2020-08-09,,,,,,
522,deposit,316.92,2024-01-17,52,Kim Stone,garrett28@example.org,001-668-236-9938,79,Savings,6995.71,2019-04-05,,,,,,
523,deposit,331.85,2022-12-27,73,Crystal George,james32@example.com,(934)652-9829,51,Checking,9829.08,2022-05-29,26.0,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29
523,deposit,331.85,2022-12-27,73,Crystal George,james32@example.com,(934)652-9829,51,Checking,9829.08,2022-05-29,127.0,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27
524,deposit,198.58,2021-04-01,23,Sarah Green,lnelson@example.net,(390)584-3409x128,142,Checking,8915.18,2022-06-17,28.0,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
525,withdrawal,361.25,2020-11-26,52,Kim Stone,garrett28@example.org,001-668-236-9938,79,Savings,6995.71,2019-04-05,,,,,,
526,withdrawal,296.02,2021-07-17,48,Desiree Nelson,johnsonhaley@example.com,231.515.3313,124,Savings,4492.62,2020-08-31,34.0,37664.6,Mortgage,2022-12-21,2033-01-26 04:59:17.906957,4.45
527,withdrawal,473.48,2023-09-23,44,Robert Brown,andersonmason@example.net,+1-653-515-2636x153,64,Checking,2099.71,2021-11-11,,,,,,
528,withdrawal,414.79,2023-02-04,92,Christopher Anderson,gwarner@example.com,2545902373,193,Credit,7306.58,2021-08-01,9.0,36110.97,Mortgage,2022-05-30,2031-04-08 04:59:17.905508,6.9
528,withdrawal,414.79,2023-02-04,92,Christopher Anderson,gwarner@example.com,2545902373,193,Credit,7306.58,2021-08-01,110.0,25453.13,Mortgage,2022-07-25,2026-07-02 04:59:17.911685,5.76
529,deposit,399.56,2022-10-18,76,Brian Dillon,swilson@example.net,001-699-957-2129x33878,192,Checking,176.64,2019-04-22,91.0,38994.49,Auto,2020-12-24,2026-08-31 04:59:17.910448,5.55
530,deposit,63.68,2019-04-29,90,Scott Collins,veronica19@example.org,001-449-712-6361x791,42,Savings,5071.66,2021-07-31,38.0,47203.82,Auto,2021-06-15,2044-11-15 04:59:17.907182,5.28
531,deposit,417.56,2023-10-10,63,Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,18,Savings,2901.49,2023-01-07,,,,,,
532,withdrawal,266.32,2020-06-22,71,Eric Anderson,spencer16@example.com,851-945-5888,182,Savings,3308.76,2019-09-02,,,,,,
533,withdrawal,348.23,2023-06-15,43,Cindy Armstrong,penningtonjohn@example.com,+1-690-266-8798x994,191,Savings,824.41,2019-09-21,56.0,30356.38,Auto,2020-06-01,2042-07-30 04:59:17.908299,5.99
534,deposit,104.22,2020-01-27,39,Anita Park,xpayne@example.net,806-211-4478x986,149,Savings,3717.19,2019-08-19,,,,,,
535,deposit,212.75,2021-01-31,58,Daniel Edwards,byoung@example.org,+1-615-756-7330,97,Credit,7481.3,2021-01-06,82.0,34427.31,Mortgage,2022-07-26,2031-01-18 04:59:17.909902,4.02
535,deposit,212.75,2021-01-31,58,Daniel Edwards,byoung@example.org,+1-615-756-7330,97,Credit,7481.3,2021-01-06,89.0,17430.29,Auto,2023-10-16,2045-12-04 04:59:17.910330,2.8
535,deposit,212.75,2021-01-31,58,Daniel Edwards,byoung@example.org,+1-615-756-7330,97,Credit,7481.3,2021-01-06,143.0,14964.93,Auto,2020-12-22,2042-10-19 04:59:17.914385,5.33
536,withdrawal,350.94,2022-05-18,23,Sarah Green,lnelson@example.net,(390)584-3409x128,125,Checking,5164.29,2022-09-04,28.0,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
537,deposit,417.64,2019-11-29,77,Tommy Brooks,burtonjames@example.com,(534)691-4906,2,Savings,4315.64,2023-04-09,146.0,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52
538,deposit,391.2,2021-02-15,3,Anthony Moore,rosariokevin@example.org,(285)263-4804,103,Checking,660.41,2024-01-21,18.0,32793.41,Auto,2020-08-30,2042-06-07 04:59:17.906027,3.97
538,deposit,391.2,2021-02-15,3,Anthony Moore,rosariokevin@example.org,(285)263-4804,103,Checking,660.41,2024-01-21,62.0,36341.34,Auto,2021-05-29,2045-04-13 04:59:17.908647,4.43
538,deposit,391.2,2021-02-15,3,Anthony Moore,rosariokevin@example.org,(285)263-4804,103,Checking,660.41,2024-01-21,97.0,49303.25,Mortgage,2020-08-20,2044-05-31 04:59:17.910831,3.12
539,withdrawal,458.35,2019-12-16,58,Daniel Edwards,byoung@example.org,+1-615-756-7330,128,Credit,8339.92,2022-10-14,82.0,34427.31,Mortgage,2022-07-26,2031-01-18 04:59:17.909902,4.02
